,title,star_count,review_count,attributes,address,hours,menu,phone,website,city,state,pictures
24,Zen Garden Restaurant,4.7,58 Google reviews,['Asian restaurant'],"127 Main St, Hebron, CT 06248","{'Tuesday': '11AM–9:30PM', 'Wednesday': '11AM–9:30PM', 'Thursday': '11AM–9:30PM', 'Friday': '11AM–10:30PM', 'Saturday': '11AM–10:30PM', 'Sunday': '11AM–9:30PM', 'Monday': 'Closed'}",,(860) 228-9600,http://www.zengardenhebron.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPRXdkBv63g8Wk28S2S4LgdgPy-u5yAIe-L4EGI=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN2NzAH62fQYK4yjwoDRnsGzYi7pdV6pPC51i_h=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPHfapGjAb49LIGgrum5dNaBCT2p8VMcsXmCzbu=s781-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMH895IqOeEFIe5YoMBr5Q6u4npNR-svyQiuidn=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOND2H5ELFcBpoVfuWWMt0lNJZTJputWP1bFro4=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMaJWdBPIyjPjjABL2nqU4nN132g--TVNbQObdf=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO5aNaUbLSRl4NEGPNhVdsPsP24TLPOinldzjdn=s773-k-no']"
25,FennAgains Pub & Restaurant,4.1,287 Google reviews,"['$$', 'Restaurant']","54 Main St, Hebron, CT 06248","{'Tuesday': 'Closed', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–9PM', 'Monday': 'Closed'}",http://www.fennagainspub.com/,(860) 530-1213,https://www.fennagainspub.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOudMNDQshPWzpZfC8FBVo-p6LuTTT5ALoapuct=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO4p5cLD8szj0payW4kJefXn3xfoj2dFl-bA6GM=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPHHEvAKuuehaduWCFn7Zvmn2CTAobleSUOcEmB=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPUx9A7on8KthTUTXG4GdqdUncqiwgTXmu5Hm3X=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO3pJ9QJxyDgTIpV5ywly4BDPJLlcOwl8LsKHU1=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOBMu6OttCtI9PvuQX6cUE9avKTVv4AIQSt9bPp=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOPIaCfTqPgVwX4APfpUbGiAIG2DqFF0LFg_oXp=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM7KS4cbYcA3a6Ksa25XASEQg7mzhlZojRwWv2n=s1226-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMEO0PmA2wRZ96Ggs3wFxUwTlMDS-WrpZkkbX3J=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPP34fcB6p07qHhs4qVEjBsEVHSwjwOg0lXPxB6=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNlS3vI6JPk5pfl9pFt0WQ_Du9OlXJDq78IHai4=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNe-VcKSjbRAoCi0RmTh-bR4rNw3-lPjMARlcqm=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNKdXlmgs7UgT_LUZIkW5PUOzVAAQ5q4pSG3Bfl=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNqcH-9CJoPVI-0unjJUm_cV6243z-KTGeH8dXx=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPlrTiT0W_fFqb2H9wpi6G-OWAlG4DOD2bXLaPY=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMdXMWnWhzeFk5dG6QqapRCj56KyaIG_eQDAGCU=s1226-k-no']"
26,Gina Marie's Family Restaurant,4.2,409 Google reviews,"['$$', 'Family restaurant']","71 Main St, Hebron, CT 06248","{'Tuesday': '8AM–7PM', 'Wednesday': '8AM–7PM', 'Thursday': '8AM–8PM', 'Friday': '8AM–8PM', 'Saturday': '8AM–8PM', 'Sunday': '8AM–6PM', 'Monday': '8AM–2PM'}",http://ginamariesct.com/dinner/,(860) 228-9375,http://www.ginamariesct.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMtVoAU5PNGR3mZWCL_UWvSCgdzJvk0C7JI5GZA=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMQUPErWOC6CIbOt8_JhkuoURS6VPiqvXDhSF8h=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNIaC3M__lVSQq2ZvVuN0I9ot4PLYxIRCp1VCCF=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM6kadchr6BfElNK8qebwwIJoWZlQA3TrrOL2nw=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO6jKIdACh4_DVZoCfmPm3PmXT3Zmu6jeufwMw5=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO3Qk6jIjlArZH2IlhwSQn2V8wl-OeaXh21SbB9=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipONCf_Oi_lsNkfrkeXG_e78UlSboDEOPUCKJ_GQ=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNdOCoW4vsMUWbd0IVn8IqRlFVK14Gif92gQZzB=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMLQMYPN2c6LwVqkfE2oF3Q6ogMKhCtRB6gp2eA=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNj3XrS87vKo42lZ-9myU7AomfaVHwxKGMq-x6y=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxIwPwAbNhyZB-pIuAGN6_4GiL36gYa1DJW4B5=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOyuQa8Wgky97xCy_4ZwpVDdVpUVvoRTG4fAiGZ=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_tglJ-pi-AxKKKKzOR5k0u1u0g6AgYnobPApx=s812-k-no']"
27,Wicked Slice,4.5,78 Google reviews,['Restaurant'],"55 Main St, Hebron, CT 06248","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–9PM', 'Monday': '11AM–9PM'}",,(860) 228-1242,https://www.wickedslice.pizza/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPiXIprODRCBmMdrSOmbbSsRsy-TSRL6LWs-ULU=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXwja3e-hUfrGUPtT-rjDWM_qLqAURD98tNU5r=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM2sUPx2K5zz6DOGCYXtu_vThiZZ-OVglmbjzu-=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNumwwJS7KNb7dqpGNGlVAh0iGRnlcfgnBpIX1m=s1354-k-no']"
28,,,,,,,,,,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPiXIprODRCBmMdrSOmbbSsRsy-TSRL6LWs-ULU=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXwja3e-hUfrGUPtT-rjDWM_qLqAURD98tNU5r=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM2sUPx2K5zz6DOGCYXtu_vThiZZ-OVglmbjzu-=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNumwwJS7KNb7dqpGNGlVAh0iGRnlcfgnBpIX1m=s1354-k-no']"
29,China Panda,4.1,43 Google reviews,['Chinese restaurant'],"57 Main St #1539, Hebron, CT 06248","{'Tuesday': '11AM–9:30PM', 'Wednesday': '11AM–9:30PM', 'Thursday': '11AM–9:30PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '12–9PM', 'Monday': '11AM–9:30PM'}",http://www.chinapandahebron.com/menu.aspx,(860) 228-4578,,Amston,Connecticut,[]
30,Harry's Place,4.5,"1,050 Google reviews","['$', 'Hamburger restaurant']","104 Broadway St, Colchester, CT 06415",,,(860) 537-2410,https://www.harrysplaceburgers.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNP-9qR6JjbrTxNdQYU6VyO7CsJ0KRc_6qNobtD=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMeeVZLDIbLN2-8StxvSRBY0yi2o-tS5ou2Rpqp=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPnKDOvF4iXhJ081xaoyYN74cg608lH53SfAaGV=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOsbRZEMHMFrtACpYpu6rBEr7XZ7GqsR5kB6I_5=s1031-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNodMHndXJrq4p477Bll8Mj3Oos2U0u7y2Emkvn=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMa1Wy_i4A0SlyLV2sRqPEgdMiorSOXyuG02C3I=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPQUEbyICyan8WdC-BCgyIXMzUJBuH7TZ8lFm2P=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPuFUFFvt-Gxa4--3xjVHhlB_oN9TkhH0pfUviQ=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO910U1L3TsbJ4JpFLzgDe3tlLMxIa3hR2_YKp3=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPA7jyh9XNXkBUn9dtYJiF0vsp5m65kPNFSzxav=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNtPTCpQUXp_UT24Yhsl9gqEY1zpE1tKm4RbX5w=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO18fRbwDTsMni6Atmzvyr0ywzSOsBQu7tLxgiy=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOA6bQIWt-uByBKpJ8zNbniCoXfVVUuj7o3_v0R=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOKUvNSS5qraJaRzFxaRW8OqPFjeXSH02xQHuct=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM8g3dXS8AIuZsxLkYr1x2q1g3p0qULt5Poku5k=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO6D_3r2FUs-oWstPskunTsLrk24pJV2tvBYRnU=s1031-k-no']"
31,Vintage,4.7,117 Google reviews,"['$', 'Restaurant']","16 Main St, Colchester, CT 06415","{'Tuesday': 'Closed', 'Wednesday': '4–8PM', 'Thursday': '4–8PM', 'Friday': '4–8PM', 'Saturday': '4–8PM', 'Sunday': 'Closed', 'Monday': 'Closed'}",,(860) 537-2464,http://vintagect.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPYFsBbW_epWPCA5m4MjuJ4INeNPFg89cVaGBop=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipObZLDZhssEBM93y0WuJmwInz9_pREkx2w1X3Hx=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOhvL8mWVfZ3eSQHYK3dPHVizu6pEkj048dZ7Qq=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNQjl_gaVKcWqLJmQH1_TssohBt8mdvgDOkPWEv=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPTCmi49RAg98i0-7oSvMu2Qfcsb5RHd9RogGmd=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN8RBKuYy5Zw3JCDUBHqjZnKMoyp37kn7xKfTxp=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOa0K3YN6_Y-71DVHRe69MWX8boyA9OuseNNrzT=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNiuUgT-WtTZo9wKG8-me1ZWdqoyq1mxBgMp1fR=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPfQslLvVl8BMD4l04aKRwBqoavRuKDJoMC0WmK=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOpFUF7oSotp3DnbDjOmK8d0hDkLxkgJtnMV5i5=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP5wzD9nf-if6hM-C_bV7b8xbvT9LvX15sAhUDx=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNdazH1aIxdKcJTYB2__zOH8kJMHZxLHSZxzv74=s901-k-no']"
32,Angie's Pizza,3.7,107 Google reviews,['Pizza restaurant'],"127 Main St, Hebron, CT 06248","{'Tuesday': 'Closed', 'Wednesday': '11AM–9:30PM', 'Thursday': '11AM–9:30PM', 'Friday': '11AM–9:30PM', 'Saturday': '11AM–9:30PM', 'Sunday': '11AM–9:30PM', 'Monday': '11AM–9:30PM'}",https://angiespizzaonline.com/Menus,(860) 228-1018,https://angiespizzaonline.com/Menus,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNPYZPKB406VrWxtOn29tbmVOAEn1c7x90aVKRy=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOOIcd8lsGkEFRuqCqqo-rrLgAOiIOABYzgLqwK=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOLPrq1PPIdzuJ1fOJJ_rV2RHk5xNlXY6zG0a5n=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOnGQRhCDM8-i9To0VjgN862E0IEhHQKdOthQi6=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOqGltZRa9PKxoxiUHKKJlBYHNkxlFXnSIMPtaP=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMvPgZktHcptcyDqHvNNHOFaGnht265xQtpt8Qy=s1354-k-no']"
33,Cottage Gardens Bakery & Greenhouses,5.0,14 Google reviews,['Restaurant'],"460 New London Rd, Colchester, CT 06415","{'Tuesday': '7AM–2PM', 'Wednesday': '7AM–2PM', 'Thursday': '7AM–2PM', 'Friday': '7AM–2PM', 'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': '7AM–2PM'}",,(860) 537-3558,http://www.seabirdenterprises.org/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOwM-QoVoUc6WFIofCu0jL7O66QntnjqhLXBELu=s1226-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPSDJJaBRwyILSs-4dUVkg8L7_OmqXu22j-ZRmD=s1226-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM7bW3A6btTYAEnUmzzNi1W_T8_YjQ7HJCwWsU=s812-k-no']"
34,Tim's Bistro,4.6,212 Google reviews,"['$', 'Restaurant']","467 S Main St, Colchester, CT 06415","{'Tuesday': '6AM–4PM', 'Wednesday': '6AM–4PM', 'Thursday': '6AM–4PM', 'Friday': '6AM–4PM', 'Saturday': '7AM–4PM', 'Sunday': '7AM–3PM', 'Monday': 'Closed'}",,(860) 537-6974,https://www.timsofcolchester.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOidkehyev4mLqQ7HxkQRCKER8EpPDSVHyLzQkg=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPuSAWZsTwXVmY4HNnduyQccyDPOIL7vzMkWMMb=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOcUsNDOZhi4IM_h5uISJL_rpIr4uD5J167nTkF=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOOuCTjdrvTAopKKn3f6hRFoxVs-yx_L2z2fGi6=s773-k-no']"
35,The Inishmor,4.5,504 Google reviews,"['$$', 'Irish pub']","20 Main St, Colchester, CT 06415","{'Tuesday': '3–9PM', 'Wednesday': '3–9PM', 'Thursday': '12–9PM', 'Friday': '12–9PM', 'Saturday': '12–9PM', 'Sunday': '12–9PM', 'Monday': 'Closed'}",,(860) 603-2369,http://www.theinishmorpub.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOEHyrhKqd6Y64wFITFPEOVznQnaYk1eEyQgrc2=s1077-k-no', 'https://lh5.googleusercontent.com/p/AF1QipObHRwr7cih-PF1Ztp8VMEwBdsBvvxHCyWBSVsB=s650-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNhuAIKFxggmGLExZfOl4IOB257OK1N9BBcN22D=s1354-k-no']"
36,Colchester Pizza Restaurant,4.3,146 Google reviews,"['$$', 'Pizza restaurant']","59 Lebanon Ave, Colchester, CT 06415","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–9PM', 'Monday': '11AM–9PM'}",http://www.colchesterpizza.com/menu,(860) 537-2653,http://www.colchesterpizza.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipML8huMyyLkW_LLHZ9Tmk5JL4XdmrPsjg-m-rE4=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOBRV7WjM1-kBSTgZSezvfFYFFFzWfF21tjA9jK=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOMa0hFCz6j1__EZK_82VvpCvSGY-BfCIxKi8JU=s1016-k-no']"
37,Family Pizza Restaurant & Grill of Colchester,4.4,734 Google reviews,"['$$', 'Pizza restaurant']","296 S Main St, Colchester, CT 06415","{'Tuesday': '9AM–8PM', 'Wednesday': '9AM–8PM', 'Thursday': '9AM–8PM', 'Friday': '9AM–9PM', 'Saturday': '9AM–9PM', 'Sunday': '9AM–8PM', 'Monday': '9AM–8PM'}",http://familypizzact.com/catering/,(860) 537-3441,http://www.familypizzact.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNqQpthEmUMNpl9aV3EOfsBZdA6Tt1bpDE3-zoF=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMXELR5IBfKaVNzA6mKJe0SXkeXugV53DTutJcP=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNInYOqpGeNJnqJ-KGKKnVV-xaGPBxaxC1fSqYA=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipME9ppCUn-EIV_DGs9Qq2d1Y_BNpRmSqTp4hsdw=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOX0Sf2IBe-j5c1NaXrwY_gYMCncZud8KT4c5h-=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN05y62BF-dhpgHKwjD-5VVAPY7oBTE7wBO68JS=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNg-rDy3UlyZnjHzHIi6h6UwSz6z1k60l1NJuNJ=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNJMP9jLGwiTaImfx1WtBKsuhwW_n8McIDX2a0a=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN_s30zJUE9wSIhSK9M867UfhvXCDusp76XzCC2=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMVEakEPzQjoDRB3YlJozwUf-7uxTzn1QAcwMVb=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPes7vKkZ3IjWXX9Y1nfoP0gDIe9Z8tGTdejPoa=s800-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMh35oRxJJ_y8y7Arpz5Ra-IC0W7cOiRVhSh2ah=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMTD5hMt2Af7bnOY16m3MbWDktpUIYUEUw5snM3=s1016-k-no']"
38,"The Plum Tomato, Colchester, CT",4.4,593 Google reviews,"['$$', 'Pizza restaurant']","275 S Main St, Colchester, CT 06415","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–9PM', 'Monday': '11AM–9PM'}",http://www.theplumtomato.com/colchester-menu/,(860) 537-3996,http://www.theplumtomato.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipM0i_b7G3Fx61LTeJtgpd0_bf67HOiZJg98KMvW=s873-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMteXvN7_cbtb3kyRJzPbJ2ErnRqb90cIfbIsMW=s250-k-no']"
39,Savy & Sons,5.0,31 Google reviews,"['Waterproofing company in Hebron, Connecticut']","612 Church St, Amston, CT 06231","{'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours'}",,(860) 500-6929,https://savyandsons.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipP34H6P6tlaM9lL04fq3U38z7cY95gNO_iIE-hd=s761-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOrIztk3KLVDeN1YAvxCqvCK3FHGsqgctVbXtQW=s876-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMjIS3zuFQvaNlfDwKsRaOL9ZtQi-g6la9EO81H=s1016-k-no']"
40,Sadler's Ordinary,4.6,435 Google reviews,"['$$', 'American restaurant']","61 N Main St, Marlborough, CT 06447","{'Tuesday': '11AM–7PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM', 'Friday': '11AM–8:30PM', 'Saturday': '11AM–8:30PM', 'Sunday': '11AM–7PM', 'Monday': '11AM–8PM'}",,(860) 295-0006,http://www.eatatsadlers.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipM0KHZe0CHYwQCUYgslXaSvi4kQ7esm0oT3y5H7=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPmfs9U0anCsZ6_RZuDaL0o6v2jerzd8w4CxRHK=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMJRSar6EVDsIMwTdQNZT_vA484jcafsQbs549J=s1030-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMfYNXbfegUxOrg8kLeU3QeGaHEAapMV3Rw3v_7=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOWGc-3J26U0_xk3SrtIPzPwdIDaLHODc0wGbqz=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPig4_0LRC_VnKyNEMBhLtPeaH4gmsM4C3ABOit=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNM4Bw06R5nYjr_O5NuEB5OcuYdkwQPOgrpZZU-=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPgTUduYGYyUHVASdOENGtHfE68_RX7M_crk_IM=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMoVmNAd7IhJ-t0haqngiYX9wGD4YnryLdKiQ6F=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNa5SYr_0LGOctZIvrj4boGC6nLh-GwOnBMyQGX=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOvzFnl-BdumO9sOvlnhaxD4EA_P6kp9-ucEfMC=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMRoSMObInepCnIMuFa5qcMx1nVInicOREq9NBA=s773-k-no']"
41,Twin Lakes Cafe,4.0,25 Google reviews,"['$', 'Cafe']","544 Church St, Amston, CT 06231",,,(860) 228-0743,,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOSW7Oc3NHYKpTIIgES19hl8V8Epkug5jXQM5Hn=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVnShjl1h6zXKYqOeGDBEALkJjgjRYbJYOkQZa=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNPnvSlIDcCCGwqa9gEZe6u1Kw_gjTUaoDOrFh5=s1031-k-no']"
42,Toyo Hibachi & Asian Fusion,4.5,328 Google reviews,"['$$', 'Asian fusion restaurant']","464 S Main St, Colchester, CT 06415","{'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM', 'Friday': '11AM–11PM', 'Saturday': '11AM–11PM', 'Sunday': '11AM–10PM', 'Monday': '11AM–10PM'}",https://www.toyohibachict.com/,(860) 537-3800,https://www.toyohibachict.com/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOP0SG6dB-JyeRBpLzS3TzK62nKGDs9fw3m5Jgb=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNWx5fhd9Oei1zV4GiYCHVnzKBaS3IjxOM1aS2W=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPBI7KCV1iDp5X1R6cV8bF5b_Di_yVNequy_Y7x=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNtfucT_0V79gDY8j0HSgtGk0R3nc00GZJvtmxl=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMOLB3i9et_TSIf-v_ti1nEXgD4-r3wG21CqkMD=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP1fDT1qRMKimPiyLf1f5uNYq2k7Lq0BvfvDLpq=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOSp-0LUYOA4ChbmVYkXxcBhW-Iih71e_9crN_f=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNN_V3jh_2fvdxVH829AO2CCvcTgk6C47MQKJda=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNOXeTfAd7K1VbPUrPccqNLMI8b251bm25qhl74=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPUSbCMNUlhwu0RTBNuIU-fhQ-h722x8rRUkJdC=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM_r1eLqWWoHbYEsbNbNDWgSXvHdKtaq23F8fTY=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOSgGJrmZH_6oTBG4J0AQ9c5H_KFoO3wFIa9uzx=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOJwQXayrDvQQ6UJFh728cCquxAZVgg11CaRmnW=s812-k-no']"
43,Herman's Drive-In,4.7,211 Google reviews,"['$', 'Diner']","23 New London Rd, Colchester, CT 06415","{'Tuesday': '6AM–3PM', 'Wednesday': '6AM–3PM', 'Thursday': '6AM–3PM', 'Friday': '6AM–3PM', 'Saturday': '6AM–1PM', 'Sunday': '7AM–1PM', 'Monday': '6AM–3PM'}",,(860) 537-2591,https://www.facebook.com/HermansDiner/,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMylVsdPwP9eNP_MM9mReyNBO4SldWeJijFOEdc=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP1eu-D-TVZyYD1EF9ztLQ68GK21-DCz4mjFatA=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNLs1JtOuoCroIMGCk-Qo2nz-r_wdqJHFyCPy4L=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOcSTOsNkqiPsqU3klu1io9hi1oMXylQ1cyt5YD=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPhP21hVwOTKOmScoC4ZNc96pNOW_eNuknfJ-Fm=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVd44eiO9HREN7qMbYBUe2AyODz6FUCP32awrC=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMvp-L1_niGJZRKyungA5pnkHsoxXBII43rAHky=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNPP8dcXoiH05e-rq28RZ0_gDrwQmB5BFU27yA5=s773-k-no']"
